Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Wheat,2000,Rabi       ,8,13297,383.7,231168654.4,612242.54,3.990526316
Arhar/Tur,2000,Kharif     ,9,296,1068.4,26702.24,70.72,0.305714286
Bajra,2000,Kharif     ,9,135,1068.4,11387.72,30.16,0.51
Barley,2000,Rabi       ,9,6646,1068.4,2516980.63,6666.14,0.8325
Gram,2000,Rabi       ,9,1269,1068.4,137732.51,364.78,0.553333333
Groundnut,2000,Kharif     ,9,157,1068.4,13449.29,35.62,0.408333333
Horse-gram,2000,Kharif     ,9,2166,1068.4,275563.19,729.82,0.278181818
Jowar,2000,Kharif     ,9,311,1068.4,28174.79,74.62,0.15
Linseed,2000,Rabi       ,9,1959,1068.4,239927.48,635.44,0.113333333
Maize,2000,Kharif     ,9,11381,1068.4,29259764.84,77493.52,2.3325
Masoor,2000,Kharif     ,9,943,1068.4,97482.81,258.18,0.419090909
Moong(Green Gram),2000,Kharif     ,9,312,1068.4,28272.96,74.88,0.3775
Other Kharif pulses,2000,Kharif     ,9,3400,1068.4,554071.48,1467.44,0.531818182
Peas & beans (Pulses),2000,Kharif     ,9,3355,1068.4,540916.7,1432.6,1.345555556
Rapeseed &Mustard,2000,Rabi       ,9,4530,1068.4,950874.62,2518.36,0.500909091
Rice,2000,Kharif     ,9,8990,1068.4,8002720.23,21194.94,1.55
Sesamum,2000,Kharif     ,9,3022,1068.4,451189.32,1194.96,0.263333333
Small millets,2000,Kharif     ,9,5533,1068.4,1499841.26,3972.28,0.35
Soyabean,2000,Kharif     ,9,645,1068.4,63712.33,168.74,0.912857143
Sugarcane,2000,Whole Year ,9,2172,1068.4,276544.89,732.42,2.665714286
Urad,2000,Kharif     ,9,5360,1068.4,1390185.37,3681.86,0.401818182
Wheat,2000,Rabi       ,9,11703,1068.4,35602332.2,94291.6,0.803333333
Arhar/Tur,2000,Kharif     ,14,11443,723.3,30332664.77,80335.06,0.632222222
Bajra,2000,Kharif     ,14,10395,723.3,16100174.51,42640.78,0.904411765
Barley,2000,Rabi       ,14,9025,723.3,8120229.72,21506.16,1.268205128
Castor seed,2000,Kharif     ,14,2436,723.3,323568.32,856.96,0.365454545
Coriander,2000,Whole Year ,14,9300,723.3,9297189.85,24623.3,0.307674419
Cotton(lint),2000,Kharif     ,14,12095,723.3,48178596.39,127599.42,0.572941176
Dry chillies,2000,Whole Year ,14,7675,723.3,4240551.32,11230.96,0.325777778
Garlic,2000,Whole Year ,14,5852,723.3,1723079.84,4563.52,2.833111111
Ginger,2000,Kharif     ,14,2874,723.3,418695.05,1108.9,1.027894737
Gram,2000,Rabi       ,14,13217,723.3,193613328.3,512778.5,0.745777778
Groundnut,2000,Kharif     ,14,10810,723.3,20764427.55,54993.9,1.030222222
Jowar,2000,Kharif     ,14,12420,723.3,60945408.55,161411.9,0.860666667
Jowar,2000,Rabi       ,14,1808,723.3,215090.47,569.66,1.054166667
Linseed,2000,Rabi       ,14,10373,723.3,15932303.81,42196.18,0.418636364
Maize,2000,Kharif     ,14,12689,723.3,81412282.83,215617.74,1.558636364
Niger seed,2000,Kharif     ,14,9596,723.3,10519602.69,27860.82,0.193703704
Onion,2000,Whole Year ,14,6063,723.3,1897331.59,5025.02,13.27177778
Other  Rabi pulses,2000,Rabi       ,14,12557,723.3,70598955.5,186979.0,0.397777778
Other Kharif pulses,2000,Kharif     ,14,12235,723.3,53949028.99,142882.22,0.268444444
Ragi,2000,Kharif     ,14,1545,723.3,175037.11,463.58,0.22375
Rapeseed &Mustard,2000,Rabi       ,14,11895,723.3,40989803.63,108560.14,0.468222222
Rice,2000,Kharif     ,14,13145,723.3,166628456.8,441309.96,0.613555556
Safflower,2000,Rabi       ,14,163,723.3,13940.14,36.92,0.2275
Sannhamp,2000,Whole Year ,14,3655,723.3,630447.74,1669.72,1.580666667
Sesamum,2000,Kharif     ,14,10145,723.3,14093776.05,37326.9,0.3
Small millets,2000,Kharif     ,14,12048,723.3,45836652.87,121396.86,0.207142857
Soyabean,2000,Kharif     ,14,13558,723.3,438002732.9,1160035.76,0.719777778
Sugarcane,2000,Whole Year ,14,8828,723.3,7336538.61,19430.58,17.88844444
Sunflower,2000,Kharif     ,14,2375,723.3,311689.75,825.5,0.283333333
Turmeric,2000,Whole Year ,14,391,723.3,36617.41,96.98,0.86962963
Wheat,2000,Rabi       ,14,13448,723.3,323874610.4,857771.2,1.499333333
Arhar/Tur,2000,Kharif     ,15,12909,1057.8,107604137.0,284986.0,0.5265625
Bajra,2000,Kharif     ,15,13182,1057.8,176706000.0,468000.0,0.585
Castor seed,2000,Kharif     ,15,5929,1057.8,1776877.0,4706.0,0.285454545
Cotton(lint),2000,Kharif     ,15,13420,1057.8,302059273.0,799994.0,0.881153846
Gram,2000,Rabi       ,15,12511,1057.8,66382554.0,175812.0,0.500967742
Groundnut,2000,Kharif     ,15,11844,1057.8,39631229.0,104962.0,0.649655172
Groundnut,2000,Summer     ,15,9113,1057.8,8481888.0,22464.0,1.403548387
Jowar,2000,Kharif     ,15,13208,1057.8,187504700.0,496600.0,1.168461538
Jowar,2000,Rabi       ,15,13431,1057.8,312524195.0,827710.0,0.583214286
Linseed,2000,Rabi       ,15,8686,1057.8,6862083.0,18174.0,0.263157895
Maize,2000,Kharif     ,15,11124,1057.8,25376945.0,67210.0,0.856538462
Maize,2000,Rabi       ,15,8699,1057.8,6891534.0,18252.0,1.161666667
Moong(Green Gram),2000,Kharif     ,15,12552,1057.8,70122831.0,185718.0,0.472727273
Niger seed,2000,Kharif     ,15,8371,1057.8,5958919.0,15782.0,0.28
Other  Rabi pulses,2000,Rabi       ,15,9454,1057.8,9983889.0,26442.0,0.351923077
Other Kharif pulses,2000,Kharif     ,15,11810,1057.8,38767333.0,102674.0,0.392727273
Ragi,2000,Kharif     ,15,10289,1057.8,15206533.0,40274.0,0.881666667
Rapeseed &Mustard,2000,Rabi       ,15,4180,1057.8,804994.0,2132.0,0.217083333
Rice,2000,Kharif     ,15,13074,1057.8,145919888.0,386464.0,0.9865625
Rice,2000,Summer     ,15,6593,1057.8,2464067.0,6526.0,1.987
Safflower,2000,Rabi       ,15,11371,1057.8,29058320.0,76960.0,0.454285714
Sesamum,2000,Kharif     ,15,9995,1057.8,12919172.0,34216.0,0.2296875
Sesamum,2000,Rabi       ,15,3281,1057.8,520301.0,1378.0,0.652666667
Small millets,2000,Kharif     ,15,10546,1057.8,17552796.0,46488.0,0.655666667
Small millets,2000,Rabi       ,15,2002,1057.8,245425.0,650.0,0.531111111
Soyabean,2000,Kharif     ,15,12935,1057.8,112061055.0,296790.0,1.134285714
Sugarcane,2000,Whole Year ,15,12348,1057.8,58440601.0,154778.0,77.65407407
Sunflower,2000,Kharif     ,15,10073,1057.8,13488558.0,35724.0,0.525217391
Sunflower,2000,Rabi       ,15,10645,1057.8,18740653.0,49634.0,0.588461538
Sunflower,2000,Summer     ,15,4354,1057.8,873713.0,2314.0,0.725238095
Urad,2000,Kharif     ,15,12298,1057.8,56349580.0,149240.0,0.461818182
Wheat,2000,Rabi       ,15,12603,1057.8,74039814.0,196092.0,1.197
Arhar/Tur,2000,Kharif     ,18,91,2834.3,7559.09,20.02,1.025
Cotton(lint),2000,Kharif     ,18,495,2834.3,47416.11,125.58,2.645
Maize,2000,Kharif     ,18,3648,2834.3,629269.7,1666.6,2.1825
Maize,2000,Rabi       ,18,258,2834.3,22873.61,60.58,1.516666667
Masoor,2000,Rabi       ,18,17,2834.3,981.7,2.6,0.8
Other  Rabi pulses,2000,Rabi       ,18,365,2834.3,33770.48,89.44,2.106666667
Other Kharif pulses,2000,Kharif     ,18,1426,2834.3,158053.7,418.6,1.4075
Potato,2000,Whole Year ,18,331,2834.3,30432.7,80.6,5.805
Rapeseed &Mustard,2000,Rabi       ,18,1886,2834.3,228539.76,605.28,0.8475
Rice,2000,Kharif     ,18,8034,2834.3,5089034.63,13478.14,1.8875
Sesamum,2000,Kharif     ,18,2656,2834.3,372162.47,985.66,0.735
Soyabean,2000,Kharif     ,18,1107,2834.3,117214.98,310.44,1.45
Sugarcane,2000,Whole Year ,18,910,2834.3,93457.84,247.52,8.705
Tobacco,2000,Whole Year ,18,391,2834.3,36617.41,96.98,0.56
Arhar/Tur,2000,Kharif     ,19,2756,1631.8,392680.0,1040.0,1.13125
Bajra,2000,Kharif     ,19,1340,1631.8,147255.0,390.0,0.82875
Barley,2000,Rabi       ,19,950,1631.8,98170.0,260.0,1.49875
Castor seed,2000,Kharif     ,19,950,1631.8,98170.0,260.0,0.768333333
Cotton(lint),2000,Kharif     ,19,276,1631.8,24640.67,65.26,1.43875
Gram,2000,Rabi       ,19,950,1631.8,98170.0,260.0,0.785
Groundnut,2000,Kharif     ,19,2533,1631.8,343595.0,910.0,1.18125
Jowar,2000,Kharif     ,19,1340,1631.8,147255.0,390.0,0.83
Jute,2000,Kharif     ,19,370,1631.8,34359.5,91.0,1.343333333
Linseed,2000,Rabi       ,19,3679,1631.8,638105.0,1690.0,0.46625
Maize,2000,Kharif     ,19,7295,1631.8,3435950.0,9100.0,1.5125
Moong(Green Gram),2000,Kharif     ,19,1691,1631.8,196340.0,520.0,0.90125
Niger seed,2000,Kharif     ,19,732,1631.8,73627.5,195.0,0.512
Other  Rabi pulses,2000,Rabi       ,19,3679,1631.8,638105.0,1690.0,0.91875
Other Kharif pulses,2000,Kharif     ,19,2940,1631.8,431948.0,1144.0,0.985
Peas & beans (Pulses),2000,Kharif     ,19,1490,1631.8,166889.0,442.0,0.66
Peas & beans (Pulses),2000,Rabi       ,19,3526,1631.8,589020.0,1560.0,1.0
Potato,2000,Whole Year ,19,3006,1631.8,445691.8,1180.4,10.32375
Rapeseed &Mustard,2000,Rabi       ,19,5492,1631.8,1472550.0,3900.0,0.8025
Rice,2000,Kharif     ,19,10229,1631.8,14725500.0,39000.0,1.5025
Rice,2000,Rabi       ,19,1477,1631.8,164925.6,436.8,1.98
Sesamum,2000,Kharif     ,19,2283,1631.8,294510.0,780.0,0.815
Small millets,2000,Kharif     ,19,4604,1631.8,981700.0,2600.0,0.8925
Soyabean,2000,Kharif     ,19,5170,1631.8,1276210.0,3380.0,1.28125
Sugarcane,2000,Whole Year ,19,689,1631.8,68719.0,182.0,39.93666667
Sunflower,2000,Kharif     ,19,2756,1631.8,392680.0,1040.0,0.75
Sunflower,2000,Rabi       ,19,950,1631.8,98170.0,260.0,1.0975
Wheat,2000,Rabi       ,19,3167,1631.8,490850.0,1300.0,2.0675
Arhar/Tur,2000,Kharif     ,20,10218,1066.0,14641073.8,38776.4,0.639666667
Arhar/Tur,2000,Rabi       ,20,61,1066.0,4908.5,13.0,0.585
Bajra,2000,Kharif     ,20,2810,1066.0,404460.4,1071.2,0.564
Castor seed,2000,Kharif     ,20,4537,1066.0,953230.7,2524.6,0.5196
Castor seed,2000,Rabi       ,20,4294,1066.0,849170.5,2249.0,0.506923077
Coriander,2000,Whole Year ,20,5228,1066.0,1312532.9,3476.2,0.482222222
Cotton(lint),2000,Kharif     ,20,7502,1066.0,3844337.2,10181.6,1.654
Dry chillies,2000,Whole Year ,20,8676,1066.0,6837540.5,18109.0,0.838
Garlic,2000,Whole Year ,20,4378,1066.0,883530.0,2340.0,3.123
Ginger,2000,Kharif     ,20,4998,1066.0,1183930.2,3135.6,1.962142857
Gram,2000,Rabi       ,20,6223,1066.0,2025247.1,5363.8,0.528666667
Groundnut,2000,Kharif     ,20,8764,1066.0,7103286.69,18812.82,0.885666667
Horse-gram,2000,Kharif     ,20,8870,1066.0,7460527.32,19758.96,0.217931034
Jowar,2000,Kharif     ,20,5170,1066.0,1276210.0,3380.0,0.598
Jute,2000,Kharif     ,20,5321,1066.0,1359654.5,3601.0,5.8825
Linseed,2000,Rabi       ,20,6223,1066.0,2025247.1,5363.8,0.361875
Maize,2000,Kharif     ,20,8141,1066.0,5337601.07,14136.46,0.8808
Mesta,2000,Kharif     ,20,6483,1066.0,2344299.6,6208.8,3.9072
Moong(Green Gram),2000,Kharif     ,20,10190,1066.0,14474184.8,38334.4,0.21
Niger seed,2000,Kharif     ,20,9929,1066.0,12421450.1,32897.8,0.342307692
Niger seed,2000,Rabi       ,20,7094,1066.0,3092355.0,8190.0,0.384545455
Onion,2000,Whole Year ,20,6793,1066.0,2689858.0,7124.0,7.385666667
Other  Rabi pulses,2000,Rabi       ,20,1803,1066.0,214010.6,566.8,0.514444444
Other Kharif pulses,2000,Kharif     ,20,6726,1066.0,2612303.7,6918.6,0.520714286
Potato,2000,Whole Year ,20,4195,1066.0,810000.67,2145.26,9.321071429
Ragi,2000,Kharif     ,20,9057,1066.0,8244414.77,21835.06,0.424230769
Rapeseed &Mustard,2000,Rabi       ,20,5062,1066.0,1216817.15,3222.7,0.132758621
Rice,2000,Autumn     ,20,12728,1066.0,83893136.9,222188.2,0.733666667
Rice,2000,Summer     ,20,10774,1066.0,20294684.1,53749.8,1.685333333
Rice,2000,Winter     ,20,13455,1066.0,331050837.4,876777.2,1.020666667
Safflower,2000,Rabi       ,20,1260,1066.0,136456.3,361.4,0.546
Sannhamp,2000,Whole Year ,20,4860,1066.0,1095577.2,2901.6,4.0725
Sesamum,2000,Kharif     ,20,7980,1066.0,4957781.34,13130.52,0.182
Small millets,2000,Kharif     ,20,7560,1066.0,3977848.4,10535.2,0.411666667
Sugarcane,2000,Whole Year ,20,5737,1066.0,1646801.75,4361.5,51.06793103
Sunflower,2000,Kharif     ,20,805,1066.0,81481.1,215.8,0.58
Sunflower,2000,Rabi       ,20,2869,1066.0,417222.5,1105.0,0.643928571
Sweet potato,2000,Whole Year ,20,7421,1066.0,3698063.9,9794.2,7.797666667
Tobacco,2000,Whole Year ,20,2476,1066.0,331814.6,878.8,0.454166667
Turmeric,2000,Whole Year ,20,6616,1066.0,2484682.7,6580.6,2.341923077
Urad,2000,Kharif     ,20,9640,1066.0,10710445.17,28366.26,0.215666667
Wheat,2000,Rabi       ,20,4332,1066.0,865761.23,2292.94,1.201538462
Arhar/Tur,2000,Kharif     ,22,4305,405.3,854079.0,2262.0,0.913846154
Bajra,2000,Kharif     ,22,3526,405.3,589020.0,1560.0,0.875
Barley,2000,Rabi       ,22,7114,405.3,3141440.0,8320.0,3.314
Cotton(lint),2000,Kharif     ,22,12060,405.3,46532580.0,123240.0,2.131
Gram,2000,Rabi       ,22,4072,405.3,755909.0,2002.0,0.92125
Groundnut,2000,Kharif     ,22,2756,405.3,392680.0,1040.0,1.0
Linseed,2000,Rabi       ,22,602,405.3,58902.0,156.0,1.0
Maize,2000,Kharif     ,22,10408,405.3,16198050.0,42900.0,2.904615385
Masoor,2000,Rabi       ,22,3058,405.3,461399.0,1222.0,0.77375
Moong(Green Gram),2000,Kharif     ,22,6951,405.3,2896015.0,7670.0,0.665
Moth,2000,Kharif     ,22,324,405.3,29451.0,78.0,1.0
Other  Rabi pulses,2000,Rabi       ,22,3491,405.3,579203.0,1534.0,1.006363636
Rice,2000,Kharif     ,22,13345,405.3,256321870.0,678860.0,3.501764706
Sesamum,2000,Kharif     ,22,6050,405.3,1884864.0,4992.0,0.282142857
Sugarcane,2000,Whole Year ,22,9838,405.3,11878570.0,31460.0,65.445625
Wheat,2000,Rabi       ,22,13462,405.3,334563360.0,886080.0,4.503529412
Arhar/Tur,2000,Kharif     ,24,9074,971.1,8337479.93,22081.54,0.674347826
Bajra,2000,Kharif     ,24,10714,971.1,19600131.35,51910.3,1.5484
Banana,2000,Whole Year ,24,8901,971.1,7606702.45,20146.1,29.60107143
Black pepper,2000,Whole Year ,24,1453,971.1,160998.8,426.4,0.184285714
Cardamom,2000,Whole Year ,24,1777,971.1,210476.48,557.44,0.078
Cashewnut,2000,Whole Year ,24,9150,971.1,8651034.91,22911.98,0.304782609
Castor seed,2000,Kharif     ,24,7485,971.1,3821758.1,10121.8,0.334736842
Coriander,2000,Whole Year ,24,6047,971.1,1881918.9,4984.2,0.2365
Cotton(lint),2000,Kharif     ,24,10676,971.1,19030254.5,50401.0,1.807777778
Dry chillies,2000,Whole Year ,24,8584,971.1,6538220.17,17316.26,0.692592593
Garlic,2000,Whole Year ,24,603,971.1,59000.17,156.26,5.74
Ginger,2000,Kharif     ,24,112,971.1,9326.15,24.7,26.405
Gram,2000,Rabi       ,24,3418,971.1,558390.96,1478.88,0.546153846
Groundnut,2000,Kharif     ,24,12685,971.1,80996434.71,214516.38,1.723571429
Horse-gram,2000,Kharif     ,24,10209,971.1,14586000.43,38630.54,0.429545455
Jowar,2000,Kharif     ,24,12096,971.1,48268323.77,127837.06,1.012727273
Maize,2000,Kharif     ,24,9820,971.1,11760962.34,31148.52,1.629090909
Mesta,2000,Kharif     ,24,154,971.1,13154.78,34.84,3.683333333
Moong(Green Gram),2000,Kharif     ,24,10708,971.1,19496856.51,51636.78,0.484814815
Onion,2000,Whole Year ,24,6977,971.1,2927625.74,7753.72,8.016666667
Other Cereals,2000,Kharif     ,24,9135,971.1,8578487.28,22719.84,0.826315789
Other Kharif pulses,2000,Kharif     ,24,10427,971.1,16458887.69,43590.82,0.1988
Potato,2000,Whole Year ,24,2126,971.1,267316.91,707.98,18.08
Ragi,2000,Kharif     ,24,10409,971.1,16212186.48,42937.44,1.63125
Rapeseed &Mustard,2000,Rabi       ,24,734,971.1,73922.01,195.78,0.228
Rice,2000,Kharif     ,24,13253,971.1,207466980.5,549469.44,3.611785714
Sannhamp,2000,Whole Year ,24,4718,971.1,1034515.46,2739.88,0.725625
Sesamum,2000,Kharif     ,24,10540,971.1,17468664.31,46265.18,0.506296296
Sugarcane,2000,Whole Year ,24,11490,971.1,31166324.41,82542.98,108.0914815
Sunflower,2000,Kharif     ,24,5222,971.1,1310078.65,3469.7,1.040434783
Sweet potato,2000,Whole Year ,24,882,971.1,89923.72,238.16,11.92647059
Tapioca,2000,Whole Year ,24,9654,971.1,10767383.77,28517.06,36.006
Tobacco,2000,Whole Year ,24,3500,971.1,581755.42,1540.76,1.527
Turmeric,2000,Whole Year ,24,6894,971.1,2815024.75,7455.5,5.306086957
Urad,2000,Kharif     ,24,12125,971.1,49475912.94,131035.32,0.517777778
Arhar/Tur,2000,Kharif     ,27,11854,874.4,39915529.32,105714.96,1.098115942
Bajra,2000,Kharif     ,27,12754,874.4,86488751.7,229062.6,1.278823529
Barley,2000,Rabi       ,27,11316,874.4,28163598.62,74590.36,1.956811594
Castor seed,2000,Kharif     ,27,35,874.4,2454.25,6.5,0.601428571
Cotton(lint),2000,Kharif     ,27,3291,874.4,523049.76,1385.28,1.268235294
Gram,2000,Rabi       ,27,12695,874.4,81776297.19,216581.82,0.946231884
Groundnut,2000,Kharif     ,27,9749,874.4,11331272.25,30010.5,0.927413793
Jowar,2000,Kharif     ,27,11642,874.4,34106908.59,90331.02,0.995909091
Jute,2000,Kharif     ,27,40,874.4,2945.1,7.8,0.875
Linseed,2000,Rabi       ,27,8179,874.4,5426739.43,14372.54,0.354259259
Maize,2000,Kharif     ,27,12783,874.4,89131193.59,236061.02,1.534782609
Maize,2000,Rabi       ,27,5161,874.4,1267767.38,3357.64,1.606610169
Masoor,2000,Rabi       ,27,12470,874.4,63980334.1,169449.8,0.757391304
Moong(Green Gram),2000,Kharif     ,27,6877,874.4,2792838.33,7396.74,0.308225806
Moong(Green Gram),2000,Rabi       ,27,8093,874.4,5213121.51,13806.78,0.510294118
Moth,2000,Kharif     ,27,172,874.4,14823.67,39.26,0.339333333
Peas & beans (Pulses),2000,Rabi       ,27,11572,874.4,32737731.6,86704.8,1.249275362
Potato,2000,Whole Year ,27,11806,874.4,38687128.11,102461.58,19.7573913
Rapeseed &Mustard,2000,Rabi       ,27,12248,874.4,54596460.14,144596.92,0.874347826
Rice,2000,Kharif     ,27,13601,874.4,579608245.8,1535073.28,1.894782609
Rice,2000,Summer     ,27,2294,874.4,296767.91,785.98,2.083181818
Sesamum,2000,Kharif     ,27,9621,874.4,10600691.11,28075.58,0.165074627
Small millets,2000,Kharif     ,27,7145,874.4,3181689.7,8426.6,0.790208333
Soyabean,2000,Kharif     ,27,5591,874.4,1545490.31,4093.18,0.644545455
Sugarcane,2000,Whole Year ,27,13215,874.4,190289390.2,503975.16,50.03478261
Turmeric,2000,Whole Year ,27,1153,874.4,123007.01,325.78,1.779142857
Urad,2000,Kharif     ,27,11519,874.4,31635969.69,83786.82,0.463768116
Urad,2000,Rabi       ,27,8448,874.4,6175383.85,16355.3,0.47546875
Wheat,2000,Rabi       ,27,13624,874.4,907023160.9,2402220.86,2.68057971
Arhar/Tur,2000,Kharif     ,28,1621,1413.4,185541.3,491.4,0.631
Bajra,2000,Kharif     ,28,18,1413.4,1079.87,2.86,1.36
Barley,2000,Rabi       ,28,6661,1413.4,2532491.49,6707.22,0.978461538
Garlic,2000,Whole Year ,28,1731,1413.4,202426.54,536.12,5.604761905
Gram,2000,Rabi       ,28,943,1413.4,97482.81,258.18,0.688
Groundnut,2000,Kharif     ,28,1524,1413.4,171797.5,455.0,0.89
Horse-gram,2000,Kharif     ,28,4426,1413.4,905421.91,2397.98,0.555454545
Linseed,2000,Rabi       ,28,25,1413.4,1668.89,4.42,0.186666667
Maize,2000,Kharif     ,28,7214,1413.4,3285455.39,8701.42,1.337692308
Maize,2000,Rabi       ,28,75,1413.4,6184.71,16.38,1.535
Masoor,2000,Rabi       ,28,5535,1413.4,1501019.3,3975.4,0.512307692
Moong(Green Gram),2000,Kharif     ,28,55,1413.4,4417.65,11.7,0.393333333
Moong(Green Gram),2000,Rabi       ,28,128,1413.4,10798.7,28.6,0.353333333
Moth,2000,Kharif     ,28,54,1413.4,4319.48,11.44,0.36
Onion,2000,Whole Year ,28,1543,1413.4,174840.77,463.06,7.395384615
Other  Rabi pulses,2000,Rabi       ,28,146,1413.4,12467.59,33.02,0.39375
Other Cereals,2000,Kharif     ,28,3381,1413.4,549359.32,1454.96,0.285
Other Cereals,2000,Rabi       ,28,1194,1413.4,128308.19,339.82,1.028571429
Other Kharif pulses,2000,Kharif     ,28,4921,1413.4,1133667.16,3002.48,0.593333333
Peas & beans (Pulses),2000,Rabi       ,28,2489,1413.4,333974.34,884.52,0.681538462
Potato,2000,Kharif     ,28,3615,1413.4,617096.62,1634.36,21.66555556
Potato,2000,Rabi       ,28,3669,1413.4,635454.41,1682.98,21.60538462
Ragi,2000,Kharif     ,28,9947,1413.4,12539548.61,33210.58,1.335454545
Rapeseed &Mustard,2000,Rabi       ,28,5233,1413.4,1316067.02,3485.56,0.51
Rice,2000,Kharif     ,28,11302,1413.4,28031952.65,74241.7,1.649230769
Rice,2000,Rabi       ,28,2315,1413.4,300596.54,796.12,3.125
Sesamum,2000,Kharif     ,28,2110,1413.4,265059.0,702.0,0.166666667
Small millets,2000,Kharif     ,28,8784,1413.4,7182509.88,19022.64,1.115454545
Small millets,2000,Rabi       ,28,4,1413.4,196.34,0.52,1.5
Soyabean,2000,Kharif     ,28,3671,1413.4,635945.26,1684.28,0.654545455
Sugarcane,2000,Whole Year ,28,9771,1413.4,11434645.26,30284.28,58.175
Sunflower,2000,Kharif     ,28,238,1413.4,20910.21,55.38,1.083333333
Tobacco,2000,Whole Year ,28,119,1413.4,10013.34,26.52,7.142
Turmeric,2000,Whole Year ,28,173,1413.4,14921.84,39.52,2.778
Urad,2000,Kharif     ,28,4643,1413.4,997407.2,2641.6,0.466153846
Urad,2000,Rabi       ,28,968,1413.4,99937.06,264.68,0.17
Wheat,2000,Rabi       ,28,11751,1413.4,37043467.8,98108.4,1.550769231
other oilseeds,2000,Rabi       ,28,147,1413.4,12565.76,33.28,0.572857143
Arhar/Tur,2001,Kharif     ,3,7626,1247.0,4284762.02,10908.04,1.242162162
Bajra,2001,Kharif     ,3,803,1247.0,84563.64,215.28,0.73
Banana,2001,Whole Year ,3,5678,1247.0,1660940.19,4228.38,21.29136364
Barley,2001,Rabi       ,3,6287,1247.0,2175369.0,5538.0,1.248181818
Coriander,2001,Whole Year ,3,1865,1247.0,233469.18,594.36,0.574516129
Dry chillies,2001,Whole Year ,3,2558,1247.0,363378.54,925.08,1.001666667
Garlic,2001,Whole Year ,3,1784,1247.0,220192.28,560.56,1.432758621
Ginger,2001,Kharif     ,3,317,1247.0,29924.09,76.18,1.32
Gram,2001,Rabi       ,3,8740,1247.0,7304848.25,18596.5,0.8578125
Groundnut,2001,Kharif     ,3,271,1247.0,25021.85,63.7,0.577142857
Horse-gram,2001,Kharif     ,3,5401,1247.0,1465463.37,3730.74,0.781904762
Jowar,2001,Kharif     ,3,2934,1247.0,448146.44,1140.88,0.888888889
Jute,2001,Kharif     ,3,10135,1247.0,14567312.55,37085.1,6.347777778
Khesari,2001,Rabi       ,3,10306,1247.0,15975174.6,40669.2,0.748055556
Linseed,2001,Rabi       ,3,7564,1247.0,4146375.87,10555.74,0.72
Maize,2001,Autumn     ,3,11026,1247.0,25000709.09,63646.18,1.768108108
Maize,2001,Rabi       ,3,10614,1247.0,19139059.87,48723.74,2.911818182
Maize,2001,Summer     ,3,10227,1247.0,15305610.32,38964.64,2.469189189
Masoor,2001,Rabi       ,3,10471,1247.0,17447276.42,44416.84,0.768378378
Mesta,2001,Kharif     ,3,5540,1247.0,1570146.62,3997.24,5.899
Moong(Green Gram),2001,Kharif     ,3,4116,1247.0,807031.26,2054.52,0.627777778
Onion,2001,Whole Year ,3,5349,1247.0,1438296.79,3661.58,10.47351351
Other  Rabi pulses,2001,Rabi       ,3,3898,1247.0,729412.46,1856.92,0.708181818
Other Kharif pulses,2001,Kharif     ,3,1151,1247.0,127764.63,325.26,0.5835
Peas & beans (Pulses),2001,Rabi       ,3,6682,1247.0,2664163.18,6782.36,0.971176471
Potato,2001,Whole Year ,3,10120,1247.0,14378167.79,36603.58,10.54486486
Ragi,2001,Kharif     ,3,6116,1247.0,2014616.38,5128.76,0.911428571
Rapeseed &Mustard,2001,Rabi       ,3,9331,1247.0,9793756.35,24932.7,0.862972973
Rice,2001,Autumn     ,3,13387,1247.0,290506129.6,739563.24,1.409189189
Rice,2001,Kharif     ,3,9921,1247.0,12879205.78,32787.56,1.792903226
Rice,2001,Summer     ,3,12343,1247.0,60661032.67,154429.34,1.098275862
Safflower,2001,Rabi       ,3,262,1247.0,24204.81,61.62,0.718888889
Sesamum,2001,Kharif     ,3,2437,1247.0,336722.61,857.22,0.636
Small millets,2001,Kharif     ,3,4017,1247.0,763626.01,1944.02,0.794444444
Sugarcane,2001,Whole Year ,3,9835,1247.0,12332606.02,31396.04,44.32352941
Sunflower,2001,Kharif     ,3,5195,1247.0,1343009.5,3419.0,1.238214286
Sweet potato,2001,Whole Year ,3,3158,1247.0,508709.53,1295.06,11.255
Tobacco,2001,Whole Year ,3,5281,1247.0,1394176.63,3549.26,1.207857143
Turmeric,2001,Whole Year ,3,2235,1247.0,298015.34,758.68,1.139166667
Urad,2001,Kharif     ,3,7112,1247.0,3264381.19,8310.38,0.666333333
Wheat,2001,Rabi       ,3,13272,1247.0,222800986.6,567201.18,1.977567568
Arhar/Tur,2001,Kharif     ,4,7971,1550.0,5139487.99,13083.98,0.388125
Bajra,2001,Kharif     ,4,94,1550.0,8170.4,20.8,0.574285714
Bajra,2001,Whole Year ,4,306,1550.0,28800.66,73.32,37.904
Barley,2001,Rabi       ,4,2868,1550.0,433541.85,1103.7,0.841428571
Castor seed,2001,Kharif     ,4,132,1550.0,11540.69,29.38,0.232857143
Coriander,2001,Whole Year ,4,2585,1550.0,369506.34,940.68,0.28875
Cotton(lint),2001,Kharif     ,4,120,1550.0,10519.39,26.78,0.795
Dry chillies,2001,Whole Year ,4,3809,1550.0,705616.17,1796.34,0.540625
Garlic,2001,Whole Year ,4,756,1550.0,79559.27,202.54,3.026428571
